x1	x2	x3	x4	x5
0.364313	1.004823	0.010000	0.010000	0.190316
0.364887	1.006175	0.010000	0.010000	0.978831
0.364760	1.005790	0.010000	0.010000	0.157541
0.365397	1.005358	0.010000	0.010000	0.968907
0.365420	1.005750	0.010000	0.010000	0.190416
0.363492	1.004889	0.010000	0.010000	0.057427
0.365123	1.006069	0.010000	0.010000	0.579712
0.365205	1.004645	0.010000	0.010000	0.027181
0.366163	1.006897	0.010000	0.010000	0.019178
0.364118	1.005596	0.010000	0.010000	0.196277
0.364890	1.005493	0.010000	0.010000	0.811929
0.364702	1.005745	0.010000	0.010000	0.032452
0.365192	1.004094	0.010000	0.010000	0.829625
0.364900	1.005510	0.010000	0.010000	0.687052
0.364311	1.006819	0.010000	0.010000	0.924684
0.365124	0.010000	0.010000	0.010000	0.339586
0.364942	1.006464	0.010000	0.010000	0.824986
0.364278	1.004551	0.010000	0.010000	0.442179
0.364205	1.004806	0.010000	0.010000	0.882797
0.364887	1.006762	0.010000	0.010000	0.308434
0.364948	0.010000	0.010000	0.010000	0.219452
0.364877	0.010000	0.010000	0.010000	0.021946
0.365308	1.005486	0.010000	0.010000	0.985674
0.364587	1.006604	0.010000	0.010000	0.876940
0.364702	1.004607	0.010000	0.010000	0.149400
0.364316	1.004712	0.010000	0.010000	0.405026
0.365690	1.006251	0.010000	0.010000	0.823147
0.365206	0.010000	0.010000	0.010000	0.784577
0.364096	1.005651	0.010000	0.010000	0.379755
0.366140	1.006751	0.010000	0.010000	0.763145
0.365550	1.006022	0.010000	0.010000	0.124978
0.365955	0.010000	0.010000	0.010000	0.214267
0.363851	1.005479	0.010000	0.010000	0.170040
0.365539	1.005735	0.010000	0.010000	0.284459
0.366064	0.010000	0.010000	0.010000	0.574726
0.365531	0.010000	0.010000	0.010000	0.316708
0.364896	1.005342	0.010000	0.010000	0.625762
0.365760	0.010000	0.010000	0.010000	0.381164
0.366619	1.005567	0.010000	0.010000	0.932947
0.364802	0.010000	0.010000	0.010000	0.603792
0.364671	1.005049	0.010000	0.010000	0.010911
0.364964	1.006216	0.010000	0.010000	0.137446
0.364279	1.006010	0.010000	0.010000	0.631398
0.364792	1.006020	0.010000	0.010000	0.630767
0.364855	1.004717	0.010000	0.010000	0.805721
0.364054	1.005902	0.010000	0.010000	0.415408
0.366221	1.006087	0.010000	0.010000	0.073657
0.364554	1.005714	0.010000	0.010000	0.926899
0.365078	1.005720	0.010000	0.010000	0.692083
0.364612	1.004080	0.010000	0.010000	0.611267
0.364795	0.010000	0.010000	0.010000	0.259215
0.365595	1.006803	0.010000	0.010000	0.985398
0.364806	1.005438	0.010000	0.010000	0.315767
0.364947	0.010000	0.010000	0.010000	0.050666
0.365904	1.005702	0.010000	0.010000	0.085254
0.364836	1.005653	0.010000	0.010000	0.821457
0.365997	0.010000	0.010000	0.010000	0.025952
0.364494	1.005072	0.010000	0.010000	0.676647
0.365136	1.005671	0.010000	0.010000	0.865947
0.364788	0.010000	0.010000	0.010000	0.097381
0.365042	1.006315	0.010000	0.010000	0.773919
0.365797	1.006228	0.010000	0.010000	0.123244
0.364394	1.005770	0.010000	0.010000	0.559539
0.364118	1.005502	0.010000	0.010000	0.394686
0.363733	1.004159	0.010000	0.010000	0.537217
0.364421	1.006235	0.010000	0.010000	0.281975
0.364120	1.004285	0.010000	0.010000	0.664245
0.364181	1.006757	0.010000	0.010000	0.568040
0.362758	1.004377	0.010000	0.010000	0.402273
0.364838	1.006278	0.010000	0.010000	0.686441
0.364796	0.010000	0.010000	0.010000	0.148191
0.365158	0.010000	0.010000	0.010000	0.729975
0.365095	0.010000	0.010000	0.010000	0.021735
0.364803	1.005280	0.010000	0.010000	0.389863
0.364333	1.003320	0.010000	0.010000	0.376361
0.364879	1.005853	0.010000	0.010000	0.893422
0.365977	1.006377	0.010000	0.010000	0.950264
0.366837	1.006451	0.010000	0.010000	0.982672
0.363733	1.005498	0.010000	0.010000	0.312549
0.365288	1.006561	0.010000	0.010000	0.812018
0.364356	1.004737	0.010000	0.010000	0.596806
0.364589	1.004910	0.010000	0.010000	0.641324
0.364524	0.010000	0.010000	0.010000	0.215257
0.365740	1.006603	0.010000	0.010000	0.626977
0.364646	1.005408	0.010000	0.010000	0.208290
0.365167	0.010000	0.010000	0.010000	0.035676
0.365504	0.010000	0.010000	0.010000	0.455867
0.365310	0.010000	0.010000	0.010000	0.290896
0.364828	1.005548	0.010000	0.010000	0.380615
0.364729	1.004455	0.010000	0.010000	0.620628
0.365289	1.006055	0.010000	0.010000	0.871487
0.365154	1.005331	0.010000	0.010000	0.013712
0.365154	1.006380	0.010000	0.010000	0.339811
0.365222	0.010000	0.010000	0.010000	0.614985
0.364972	1.005577	0.010000	0.010000	0.188076
0.365309	0.010000	0.010000	0.010000	0.753004
0.365367	1.005306	0.010000	0.010000	0.842454
0.364246	1.006613	0.010000	0.010000	0.737486
0.365556	0.010000	0.010000	0.010000	0.854702
0.364425	1.006405	0.010000	0.010000	0.659610
0.364554	1.004150	0.010000	0.010000	0.208997
0.365862	1.007119	0.010000	0.010000	0.642119
0.364921	0.010000	0.010000	0.010000	0.124795
0.364265	1.004625	0.010000	0.010000	0.101232
0.364028	1.005365	0.010000	0.010000	0.610603
0.365562	1.006601	0.010000	0.010000	0.234263
0.364269	1.005647	0.010000	0.010000	0.959429
0.363341	1.004855	0.010000	0.010000	0.270287
0.365822	1.006876	0.010000	0.010000	0.973912
0.365922	1.006811	0.010000	0.010000	0.821465
0.364820	1.005407	0.010000	0.010000	0.441155
0.364228	1.004911	0.010000	0.010000	0.539366
0.365045	1.005670	0.010000	0.010000	0.508096
0.365167	0.010000	0.010000	0.010000	0.423869
0.364708	1.006310	0.010000	0.010000	0.403943
0.365030	0.010000	0.010000	0.010000	0.077895
0.364984	1.005979	0.010000	0.010000	0.470099
0.367194	1.005558	0.010000	0.010000	0.374330
0.365115	0.010000	0.010000	0.010000	0.537813
0.363997	1.004906	0.010000	0.010000	0.564509
0.364212	1.005750	0.010000	0.010000	0.310118
0.365634	1.006693	0.010000	0.010000	0.942481
0.365149	1.006179	0.010000	0.010000	0.112861
0.365218	1.005276	0.010000	0.010000	0.353794
0.365322	0.010000	0.010000	0.010000	0.365157
0.365317	1.005912	0.010000	0.010000	0.825190
0.363997	1.005782	0.010000	0.010000	0.702189
0.365294	0.010000	0.010000	0.010000	0.771633
0.365604	1.005914	0.010000	0.010000	0.423424
0.364930	1.005575	0.010000	0.010000	0.408205
0.364272	1.004424	0.010000	0.010000	0.974797
0.365236	1.005991	0.010000	0.010000	0.746852
0.366113	1.007589	0.010000	0.010000	0.820114
0.363793	1.004612	0.010000	0.010000	0.291796
0.364810	1.004585	0.010000	0.010000	0.089846
0.363941	0.010000	0.010000	0.010000	0.122585
0.365846	0.010000	0.010000	0.010000	0.463974
0.366468	0.010000	0.010000	0.010000	0.072986
0.364998	1.004587	0.010000	0.010000	0.804852
0.363065	1.004659	0.010000	0.010000	0.610982
0.364947	1.005497	0.010000	0.010000	0.174018
0.364401	1.006613	0.010000	0.010000	0.061104
0.365144	1.004901	0.010000	0.010000	0.595229
0.364185	1.005165	0.010000	0.010000	0.666469
0.363142	1.003279	0.010000	0.010000	0.456530
0.365778	1.006393	0.010000	0.010000	0.891620
0.366249	0.010000	0.010000	0.010000	0.647592
0.365749	1.004866	0.010000	0.010000	0.275022
0.364438	1.004861	0.010000	0.010000	0.984644
0.364644	1.006250	0.010000	0.010000	0.052893
0.364514	0.010000	0.010000	0.010000	0.911123
0.365357	0.010000	0.010000	0.010000	0.871094
0.366489	0.010000	0.010000	0.010000	0.692946
0.364606	0.010000	0.010000	0.010000	0.650607
0.364626	1.006346	0.010000	0.010000	0.362133
0.365260	1.004932	0.010000	0.010000	0.812879
0.365207	1.004757	0.010000	0.010000	0.812363
0.364924	1.005917	0.010000	0.010000	0.633030
0.364710	1.005638	0.010000	0.010000	0.284275
0.364344	1.004533	0.010000	0.010000	0.585607
0.364430	1.005624	0.010000	0.010000	0.238666
0.364784	1.006167	0.010000	0.010000	0.717961
0.365039	1.005998	0.010000	0.010000	0.310102
0.363527	1.004798	0.010000	0.010000	0.291860
0.365198	1.004675	0.010000	0.010000	0.563945
0.365297	0.010000	0.010000	0.010000	0.433896
0.364687	0.010000	0.010000	0.010000	0.300694
0.365551	1.006286	0.010000	0.010000	0.646145
0.364794	1.006201	0.010000	0.010000	0.081820
0.364976	1.004614	0.010000	0.010000	0.572741
0.364143	1.005138	0.010000	0.010000	0.854421
0.365340	0.010000	0.010000	0.010000	0.806516
0.364746	1.005664	0.010000	0.010000	0.675827
0.366039	1.005080	0.010000	0.010000	0.574580
0.365269	0.010000	0.010000	0.010000	0.026536
0.364549	1.005371	0.010000	0.010000	0.981150
0.364096	1.004733	0.010000	0.010000	0.079567
0.364459	1.005708	0.010000	0.010000	0.554570
0.365647	0.010000	0.010000	0.010000	0.829983
0.364832	1.005619	0.010000	0.010000	0.924101
0.365924	0.010000	0.010000	0.010000	0.235280
0.364972	1.005545	0.010000	0.010000	0.970272
0.365021	0.010000	0.010000	0.010000	0.933058
0.364551	0.010000	0.010000	0.010000	0.126831
0.364923	1.005643	0.010000	0.010000	0.359437
0.365234	1.005199	0.010000	0.010000	0.591837
0.364964	1.004877	0.010000	0.010000	0.460499
0.364804	0.010000	0.010000	0.010000	0.593367
0.365298	1.005050	0.010000	0.010000	0.582154
0.364289	0.010000	0.010000	0.010000	0.078168
0.365025	1.004747	0.010000	0.010000	0.001123
0.364292	1.006946	0.010000	0.010000	0.816690
0.363800	1.004837	0.010000	0.010000	0.582412
0.366752	1.006396	0.010000	0.010000	0.753755
0.366846	0.010000	0.010000	0.010000	0.441840
0.364767	1.005829	0.010000	0.010000	0.031862
0.365264	1.006682	0.010000	0.010000	0.586066
0.364420	0.010000	0.010000	0.010000	0.518036
0.363913	1.004872	0.010000	0.010000	0.727186
0.364060	1.005446	0.010000	0.010000	0.435249
0.364626	1.004896	0.010000	0.010000	0.290687
0.365684	1.005463	0.010000	0.010000	0.858481
0.363960	1.005950	0.010000	0.010000	0.670694
0.365614	1.006937	0.010000	0.010000	0.760829
0.365061	0.010000	0.010000	0.010000	0.002678
0.365404	0.010000	0.010000	0.010000	0.468170
0.364772	1.005640	0.010000	0.010000	0.199487
0.365136	0.010000	0.010000	0.010000	0.640909
0.364232	1.005645	0.010000	0.010000	0.903508
0.365176	0.010000	0.010000	0.010000	0.717793
0.364515	1.005138	0.010000	0.010000	0.613686
0.364556	1.004137	0.010000	0.010000	0.656604
0.365093	1.003555	0.010000	0.010000	0.701657
0.364899	1.005609	0.010000	0.010000	0.980787
0.365323	1.006248	0.010000	0.010000	0.963070
0.364816	1.005734	0.010000	0.010000	0.774315
0.364217	1.005222	0.010000	0.010000	0.748110
0.364557	1.006343	0.010000	0.010000	0.610051
0.364321	1.007065	0.010000	0.010000	0.575740
0.363713	1.007004	0.010000	0.010000	0.244702
0.364096	1.005346	0.010000	0.010000	0.042305
0.364487	1.005710	0.010000	0.010000	0.269678
0.365092	1.005581	0.010000	0.010000	0.062883
0.364558	1.004231	0.010000	0.010000	0.203168
0.365318	1.006793	0.010000	0.010000	0.081751
0.365758	1.006659	0.010000	0.010000	0.365079
0.364644	0.010000	0.010000	0.010000	0.103699
0.364217	1.005215	0.010000	0.010000	0.937368
0.365931	1.005619	0.010000	0.010000	0.899988
0.364419	1.005084	0.010000	0.010000	0.516227
0.364773	0.010000	0.010000	0.010000	0.652717
0.364879	1.004707	0.010000	0.010000	0.631704
0.364929	1.006128	0.010000	0.010000	0.503357
0.365327	1.005654	0.010000	0.010000	0.339313
0.364973	1.005760	0.010000	0.010000	0.021427
0.365594	0.010000	0.010000	0.010000	0.362890
0.366259	0.010000	0.010000	0.010000	0.365430
0.364145	1.005871	0.010000	0.010000	0.968164
0.364439	1.004511	0.010000	0.010000	0.973586
0.364272	1.006305	0.010000	0.010000	0.077533
0.364829	0.010000	0.010000	0.010000	0.870732
0.365264	1.005497	0.010000	0.010000	0.809201
0.364558	1.005397	0.010000	0.010000	0.717692
0.364675	1.006164	0.010000	0.010000	0.521557
0.363889	1.005300	0.010000	0.010000	0.384082
0.364887	1.005652	0.010000	0.010000	0.332553
0.364885	1.005429	0.010000	0.010000	0.234778
0.364131	1.004899	0.010000	0.010000	0.431233
0.365137	0.010000	0.010000	0.010000	0.029913
0.365814	1.004809	0.010000	0.010000	0.066361
0.365189	0.010000	0.010000	0.010000	0.845014
0.364963	0.010000	0.010000	0.010000	0.452601
0.365114	1.007102	0.010000	0.010000	0.462395
0.365418	1.006137	0.010000	0.010000	0.109292
0.365510	0.010000	0.010000	0.010000	0.439649
0.363221	0.010000	0.010000	0.010000	0.902742
0.364803	1.004373	0.010000	0.010000	0.680888
0.364799	1.005778	0.010000	0.010000	0.568872
0.364458	1.005628	0.010000	0.010000	0.985367
0.365731	1.006425	0.010000	0.010000	0.491610
0.365049	1.005792	0.010000	0.010000	0.064201
0.364240	1.004712	0.010000	0.010000	0.869062
0.365229	0.010000	0.010000	0.010000	0.492171
0.364799	1.005601	0.010000	0.010000	0.723939
0.363491	1.004957	0.010000	0.010000	0.067834
0.365077	0.010000	0.010000	0.010000	0.033822
0.364089	1.004874	0.010000	0.010000	0.364369
0.364812	1.005179	0.010000	0.010000	0.279982
0.365470	1.006759	0.010000	0.010000	0.459347
0.365439	1.005823	0.010000	0.010000	0.131147
0.364850	0.010000	0.010000	0.010000	0.131259
0.364525	1.004758	0.010000	0.010000	0.025710
0.364179	1.004494	0.010000	0.010000	0.981262
0.364866	1.006192	0.010000	0.010000	0.204187
0.365121	0.010000	0.010000	0.010000	0.128401
0.364306	1.005837	0.010000	0.010000	0.682165
0.364080	1.005487	0.010000	0.010000	0.716364
0.365152	0.010000	0.010000	0.010000	0.349482
0.365558	0.010000	0.010000	0.010000	0.615417
0.365621	1.006013	0.010000	0.010000	0.989831
0.365335	1.004811	0.010000	0.010000	0.376893
0.365027	1.006189	0.010000	0.010000	0.441168
0.365127	0.010000	0.010000	0.010000	0.351361
0.365088	0.010000	0.010000	0.010000	0.250534
0.364412	1.006605	0.010000	0.010000	0.799836
0.365696	1.005777	0.010000	0.010000	0.013074
0.365112	0.010000	0.010000	0.010000	0.163434
0.364370	0.010000	0.010000	0.010000	0.808213
0.366091	1.005404	0.010000	0.010000	0.914225
0.364972	1.004586	0.010000	0.010000	0.756843
0.364913	1.005420	0.010000	0.010000	0.555386
0.364336	1.006104	0.010000	0.010000	0.722334
0.364102	1.005127	0.010000	0.010000	0.310881
0.364332	1.005084	0.010000	0.010000	0.884090
0.364795	1.006296	0.010000	0.010000	0.920806
0.363905	1.003977	0.010000	0.010000	0.029926
0.365309	0.010000	0.010000	0.010000	0.645856
0.364194	1.004896	0.010000	0.010000	0.347981
0.364242	1.006419	0.010000	0.010000	0.067644
0.365448	0.010000	0.010000	0.010000	0.962804
0.364246	1.004984	0.010000	0.010000	0.907975
0.365865	1.006135	0.010000	0.010000	0.881361
0.365288	1.004485	0.010000	0.010000	0.959317
0.364804	1.005977	0.010000	0.010000	0.962110
0.365690	1.006319	0.010000	0.010000	0.894330
0.364629	1.005033	0.010000	0.010000	0.615814
0.364641	1.004543	0.010000	0.010000	0.744738
0.365472	1.005905	0.010000	0.010000	0.694288
0.365138	1.005486	0.010000	0.010000	0.153216
0.364268	1.004221	0.010000	0.010000	0.547046
0.364296	1.004628	0.010000	0.010000	0.675044
0.365247	1.006377	0.010000	0.010000	0.580903
0.365154	1.005964	0.010000	0.010000	0.883893
0.365171	0.010000	0.010000	0.010000	0.507447
0.365081	1.005681	0.010000	0.010000	0.704539
0.363809	1.005825	0.010000	0.010000	0.323911
0.363673	1.004689	0.010000	0.010000	0.257523
0.365832	0.010000	0.010000	0.010000	0.701898
0.364339	1.006414	0.010000	0.010000	0.891680
0.366115	1.006252	0.010000	0.010000	0.743367
0.365295	1.005773	0.010000	0.010000	0.630990
0.365505	1.006460	0.010000	0.010000	0.476093
0.365029	1.004556	0.010000	0.010000	0.895767
0.364837	1.004967	0.010000	0.010000	0.214478
0.365081	1.006229	0.010000	0.010000	0.020415
0.364770	0.010000	0.010000	0.010000	0.421920
0.365779	1.006240	0.010000	0.010000	0.432892
0.364833	1.005837	0.010000	0.010000	0.852434
0.364798	1.005496	0.010000	0.010000	0.746411
0.365366	1.006358	0.010000	0.010000	0.076821
0.365634	1.006729	0.010000	0.010000	0.078177
0.365089	1.005516	0.010000	0.010000	0.085881
0.365754	1.006283	0.010000	0.010000	0.214815
0.364281	1.005569	0.010000	0.010000	0.818599
0.364000	1.005896	0.010000	0.010000	0.783803
0.365268	1.005797	0.010000	0.010000	0.191696
0.364845	1.005503	0.010000	0.010000	0.777209
0.366317	0.010000	0.010000	0.010000	0.289792
0.363847	1.006010	0.010000	0.010000	0.907435
0.365172	0.010000	0.010000	0.010000	0.859804
0.363626	1.006090	0.010000	0.010000	0.869757
0.365126	0.010000	0.010000	0.010000	0.068085
0.364922	1.005359	0.010000	0.010000	0.481332
0.365084	0.010000	0.010000	0.010000	0.906838
0.365500	1.005790	0.010000	0.010000	0.812906
0.364241	1.004525	0.010000	0.010000	0.803541
0.364183	1.005130	0.010000	0.010000	0.157914
0.365016	1.005919	0.010000	0.010000	0.039341
0.366477	1.006820	0.010000	0.010000	0.065614
0.365304	0.010000	0.010000	0.010000	0.106073
0.365222	1.006169	0.010000	0.010000	0.761906
0.365643	1.006546	0.010000	0.010000	0.250873
0.365639	1.006531	0.010000	0.010000	0.539293
0.366155	0.010000	0.010000	0.010000	0.247155
0.364808	1.006348	0.010000	0.010000	0.770680
0.365085	1.005352	0.010000	0.010000	0.873052
0.364589	1.006518	0.010000	0.010000	0.893883
0.364653	1.005989	0.010000	0.010000	0.290274
0.365005	1.005659	0.010000	0.010000	0.348706
0.365325	1.005825	0.010000	0.010000	0.319509
0.365962	1.005885	0.010000	0.010000	0.656946
0.365744	1.005065	0.010000	0.010000	0.507282
0.364954	0.010000	0.010000	0.010000	0.299033
0.364016	1.004938	0.010000	0.010000	0.901407
0.364547	1.005076	0.010000	0.010000	0.724493
0.364363	0.010000	0.010000	0.010000	0.234419
0.366324	0.010000	0.010000	0.010000	0.525027
0.364662	1.006341	0.010000	0.010000	0.706228
0.364411	1.006451	0.010000	0.010000	0.907325
0.364142	1.004861	0.010000	0.010000	0.452343
0.365465	0.010000	0.010000	0.010000	0.581401
0.363771	1.006729	0.010000	0.010000	0.988882
0.365074	0.010000	0.010000	0.010000	0.336407
0.364665	1.005774	0.010000	0.010000	0.164066
0.364341	1.003805	0.010000	0.010000	0.054017
0.365174	1.004888	0.010000	0.010000	0.384419
0.364338	1.004791	0.010000	0.010000	0.093655
0.364176	1.005523	0.010000	0.010000	0.283634
0.365102	0.010000	0.010000	0.010000	0.709975
0.364235	1.005231	0.010000	0.010000	0.740936
0.365051	0.010000	0.010000	0.010000	0.765842
0.365382	1.006530	0.010000	0.010000	0.739223
0.365084	1.005167	0.010000	0.010000	0.310001
0.364496	0.010000	0.010000	0.010000	0.448391
0.365474	1.005445	0.010000	0.010000	0.057064
0.364328	1.005547	0.010000	0.010000	0.259995
0.365272	1.005526	0.010000	0.010000	0.921031
0.365767	0.010000	0.010000	0.010000	0.494177
0.364529	1.005005	0.010000	0.010000	0.969658
0.364646	1.005508	0.010000	0.010000	0.603345
0.364896	1.006564	0.010000	0.010000	0.936055
0.364920	1.004427	0.010000	0.010000	0.715317
0.364959	1.006022	0.010000	0.010000	0.734571
0.365161	0.010000	0.010000	0.010000	0.825227
0.364648	1.004789	0.010000	0.010000	0.663576
0.365965	1.006353	0.010000	0.010000	0.720795
0.364765	1.006293	0.010000	0.010000	0.520012
0.364221	1.005146	0.010000	0.010000	0.667023
0.364898	1.006189	0.010000	0.010000	0.754693
0.364180	0.010000	0.010000	0.010000	0.604708
0.365392	0.010000	0.010000	0.010000	0.907793
0.364380	1.005498	0.010000	0.010000	0.869122
0.364989	0.010000	0.010000	0.010000	0.534349
0.364377	1.005609	0.010000	0.010000	0.262073
0.365762	1.005910	0.010000	0.010000	0.425558
0.365077	0.010000	0.010000	0.010000	0.022755
0.365308	1.004153	0.010000	0.010000	0.698605
0.365033	1.005391	0.010000	0.010000	0.688715
0.364303	1.005533	0.010000	0.010000	0.732800
0.365333	1.005254	0.010000	0.010000	0.562642
0.363912	1.004363	0.010000	0.010000	0.942514
0.364134	1.005912	0.010000	0.010000	0.365467
0.364362	1.005553	0.010000	0.010000	0.175628
0.364840	1.005310	0.010000	0.010000	0.627654
0.364463	1.006522	0.010000	0.010000	0.655260
0.366510	1.006494	0.010000	0.010000	0.014667
0.365292	1.005517	0.010000	0.010000	0.902483
0.364715	1.006243	0.010000	0.010000	0.789410
0.364483	1.006506	0.010000	0.010000	0.302468
0.362389	1.005968	0.010000	0.010000	0.361031
0.365217	1.005643	0.010000	0.010000	0.166815
0.364239	1.005746	0.010000	0.010000	0.645940
0.365173	0.010000	0.010000	0.010000	0.937170
0.365554	1.005969	0.010000	0.010000	0.930631
0.364956	1.005123	0.010000	0.010000	0.795174
0.366535	0.010000	0.010000	0.010000	0.233227
0.364588	1.006611	0.010000	0.010000	0.355483
0.365586	1.006752	0.010000	0.010000	0.311207
0.364425	1.004692	0.010000	0.010000	0.939612
0.364027	0.010000	0.010000	0.010000	0.722355
0.364016	1.006805	0.010000	0.010000	0.613232
0.364121	1.004969	0.010000	0.010000	0.918253
0.364040	1.005061	0.010000	0.010000	0.854854
0.364206	1.004393	0.010000	0.010000	0.509608
0.363837	1.005210	0.010000	0.010000	0.636991
0.364861	0.010000	0.010000	0.010000	0.749298
0.364310	1.006702	0.010000	0.010000	0.729902
0.364899	1.005018	0.010000	0.010000	0.375997
0.365755	0.010000	0.010000	0.010000	0.073146
0.364327	1.005532	0.010000	0.010000	0.627222
0.365394	1.006033	0.010000	0.010000	0.154578
0.365911	1.007247	0.010000	0.010000	0.167853
0.365037	1.005712	0.010000	0.010000	0.175956
0.364100	1.005692	0.010000	0.010000	0.424915
0.364222	1.004606	0.010000	0.010000	0.437673
0.364167	1.006448	0.010000	0.010000	0.536473
0.364824	0.010000	0.010000	0.010000	0.566648
0.365568	0.010000	0.010000	0.010000	0.351643
0.365761	0.010000	0.010000	0.010000	0.909635
0.365224	1.005458	0.010000	0.010000	0.243504
0.365137	0.010000	0.010000	0.010000	0.667967
0.365179	1.006082	0.010000	0.010000	0.165337
0.364998	0.010000	0.010000	0.010000	0.994157
0.364381	1.004600	0.010000	0.010000	0.611937
0.364004	1.005067	0.010000	0.010000	0.767344
0.365165	1.006410	0.010000	0.010000	0.145181
0.364395	1.006396	0.010000	0.010000	0.811629
0.364989	0.010000	0.010000	0.010000	0.058568
0.365370	0.010000	0.010000	0.010000	0.281072
0.363796	1.004658	0.010000	0.010000	0.756361
0.365664	0.010000	0.010000	0.010000	0.605111
0.364752	1.005445	0.010000	0.010000	0.124205
0.364526	0.010000	0.010000	0.010000	0.090702
0.365475	1.005943	0.010000	0.010000	0.415760
0.363885	1.004639	0.010000	0.010000	0.125334
0.366445	0.010000	0.010000	0.010000	0.372426
0.364920	1.005219	0.010000	0.010000	0.012871
0.365648	1.005983	0.010000	0.010000	0.285287
0.367209	0.010000	0.010000	0.010000	0.141354
0.365881	0.010000	0.010000	0.010000	0.293731
0.365692	1.006525	0.010000	0.010000	0.800099
0.364352	0.010000	0.010000	0.010000	0.703383
0.364816	1.005592	0.010000	0.010000	0.975662
0.364838	1.004627	0.010000	0.010000	0.519069
0.365061	0.010000	0.010000	0.010000	0.271640
0.364262	1.004359	0.010000	0.010000	0.208125
0.363544	1.006165	0.010000	0.010000	0.239159
0.365824	0.010000	0.010000	0.010000	0.471950
0.364996	1.005980	0.010000	0.010000	0.124458
0.365688	1.006545	0.010000	0.010000	0.726728
0.364581	1.006435	0.010000	0.010000	0.164737
0.365949	1.006342	0.010000	0.010000	0.214696
0.365184	1.006424	0.010000	0.010000	0.541943
0.364861	0.010000	0.010000	0.010000	0.688156
0.364418	1.004744	0.010000	0.010000	0.025155
0.363775	1.006911	0.010000	0.010000	0.119017
0.365945	1.006413	0.010000	0.010000	0.395791
0.365199	1.004673	0.010000	0.010000	0.460010
0.364737	1.005576	0.010000	0.010000	0.038813
0.363368	0.010000	0.010000	0.010000	0.534183
0.365260	1.006179	0.010000	0.010000	0.651663
0.366434	1.006254	0.010000	0.010000	0.392874
0.364322	1.004715	0.010000	0.010000	0.182300
0.364384	1.004877	0.010000	0.010000	0.741843
0.366475	0.010000	0.010000	0.010000	0.653379
0.366404	1.006433	0.010000	0.010000	0.810453
0.364577	1.006080	0.010000	0.010000	0.441806
0.364127	1.005954	0.010000	0.010000	0.144476
0.367684	1.006686	0.010000	0.010000	0.145631
0.364376	1.004690	0.010000	0.010000	0.708944
0.364061	1.004814	0.010000	0.010000	0.067442
0.364210	1.004898	0.010000	0.010000	0.066195
0.364555	1.005449	0.010000	0.010000	0.835258
0.365916	0.010000	0.010000	0.010000	0.606657
0.364884	1.005105	0.010000	0.010000	0.051742
0.363938	1.004868	0.010000	0.010000	0.301995
0.364808	1.004865	0.010000	0.010000	0.666538
0.364374	1.006638	0.010000	0.010000	0.182699
0.364017	1.005069	0.010000	0.010000	0.574709
0.364991	1.006322	0.010000	0.010000	0.327466
